Date,Time,Transaction,Item
2016-11-11,12:07:00,1063,Soup
2016-11-11,12:17:23,1064,Soup
2016-11-11,12:19:46,1065,Coffee
2016-11-11,12:19:46,1065,Bread
2016-11-11,12:19:46,1065,Coffee
2016-11-11,12:19:46,1065,Alfajores
2016-11-11,12:19:46,1065,Alfajores
2016-11-11,12:21:37,1066,Farm House
2016-11-11,12:40:32,1068,Farm House
2016-11-11,12:40:32,1068,Chimichurri Oil
2016-11-11,12:55:18,1069,Farm House
2016-11-11,12:58:54,1070,Sandwich
2016-11-11,13:05:58,1071,Soup
2016-11-11,13:05:58,1071,Bread
2016-11-11,13:32:26,1072,Coffee
2016-11-11,13:32:26,1072,Art Tray
2016-11-11,13:32:26,1072,Frittata
2016-11-11,13:32:26,1072,Sandwich
2016-11-11,13:46:24,1073,Scandinavian
2016-11-11,13:46:24,1073,Fairy Doors
2016-11-11,13:49:12,1074,Mineral water
2016-11-11,13:49:12,1074,Cookies
2016-11-11,13:50:43,1075,Brownie
2016-11-11,13:50:43,1075,Coffee
2016-11-11,13:50:43,1075,Coffee
2016-11-11,13:59:45,1076,Bread
2016-11-11,13:59:45,1076,Hearty & Seasonal
2016-11-11,14:00:15,1077,Hearty & Seasonal
2016-11-11,14:00:15,1077,Bread
2016-11-11,14:15:49,1078,Scandinavian
2016-11-11,14:15:49,1078,Focaccia
2016-11-11,14:17:27,1080,Fudge
2016-11-11,14:20:49,1081,Coffee
2016-11-11,14:20:49,1081,Tea
2016-11-11,14:20:49,1081,Cake
2016-11-11,14:34:49,1082,Coffee
2016-11-11,14:40:30,1083,Truffles
2016-11-11,14:55:51,1084,Coffee
2016-11-11,14:55:51,1084,Coffee
2016-11-11,14:55:51,1084,Brownie
2016-11-11,14:56:31,1085,Scandinavian
2016-11-11,14:58:05,1086,Muffin
2016-11-11,14:58:05,1086,Coffee
2016-11-11,15:08:39,1087,Soup
2016-11-11,15:08:39,1087,Coke
2016-11-11,15:08:39,1087,Hot chocolate
2016-11-11,15:08:39,1087,Fudge
2016-11-11,15:09:27,1088,Sandwich
2016-11-11,15:09:27,1088,Juice
2016-11-11,15:09:27,1088,Alfajores
2016-11-11,16:08:37,1089,Coffee
2016-11-11,16:08:37,1089,Alfajores
2016-11-11,16:20:18,1090,Brownie
2016-11-11,16:20:18,1090,Coffee
2016-11-11,16:20:18,1090,Hot chocolate
2016-11-11,16:20:18,1090,Coffee
2016-11-11,16:20:18,1090,Juice
2016-11-11,16:29:37,1091,Scandinavian
2016-11-11,16:35:27,1092,Coffee
2016-11-11,16:37:17,1093,Hot chocolate
2016-11-11,16:37:17,1093,My-5 Fruit Shoot
2016-11-11,16:37:17,1093,Cake
2016-11-11,16:39:33,1094,Soup
2016-11-11,16:39:33,1094,Sandwich
2016-11-11,16:39:33,1094,Tea
2016-11-11,16:39:33,1094,Alfajores
2016-11-11,16:39:33,1094,Alfajores
2016-11-11,16:40:34,1095,Mineral water
2016-11-11,16:52:27,1096,Bread
2016-11-11,17:03:43,1097,Scandinavian
2016-11-11,17:05:25,1098,Tea
2016-11-11,17:11:10,1099,Tea
2016-11-11,17:13:33,1100,Fudge
2016-11-11,17:24:59,1101,Scandinavian
2016-11-11,17:33:05,1102,Coffee
2016-11-11,17:33:24,1103,Coffee
2016-11-12,08:44:48,1104,Medialuna
2016-11-12,08:44:48,1104,Coffee
2016-11-12,09:03:16,1105,Bread
2016-11-12,09:14:49,1106,Bread
2016-11-12,09:14:49,1106,Pastry
2016-11-12,09:14:49,1106,Medialuna
2016-11-12,09:14:49,1106,Coffee
2016-11-12,09:25:06,1107,Pastry
2016-11-12,09:25:06,1107,Bread
2016-11-12,09:38:40,1108,Coffee
2016-11-12,09:38:40,1108,Coffee
2016-11-12,09:38:40,1108,Hot chocolate
2016-11-12,09:38:40,1108,Bread
2016-11-12,09:38:40,1108,Pastry
2016-11-12,09:38:40,1108,Medialuna
2016-11-12,09:46:49,1109,Coffee
2016-11-12,09:48:28,1110,Jam
2016-11-12,09:48:28,1110,Bread
2016-11-12,09:49:58,1111,Medialuna
2016-11-12,09:53:48,1112,Medialuna
2016-11-12,09:53:48,1112,Medialuna
2016-11-12,09:53:48,1112,Bread
2016-11-12,09:57:20,1113,NONE
2016-11-12,09:59:05,1114,Coffee
2016-11-12,10:00:52,1115,Coffee
2016-11-12,10:07:20,1116,Bread
2016-11-12,10:09:57,1117,Coffee
2016-11-12,10:09:57,1117,Muffin
2016-11-12,10:11:46,1118,Medialuna
2016-11-12,10:11:46,1118,Bread
2016-11-12,10:12:56,1119,Bread
2016-11-12,10:20:58,1120,Bread
2016-11-12,10:20:58,1120,Medialuna
2016-11-12,10:23:48,1121,Coffee
2016-11-12,10:23:48,1121,Pastry
2016-11-12,10:23:48,1121,Brownie
2016-11-12,10:24:36,1122,Medialuna
2016-11-12,10:24:36,1122,Scandinavian
2016-11-12,10:26:38,1123,Bread
2016-11-12,10:28:23,1124,Coffee
2016-11-12,10:28:23,1124,Muffin
2016-11-12,10:33:21,1125,Bread
2016-11-12,10:33:21,1125,NONE
2016-11-12,10:34:04,1126,Coffee
2016-11-12,10:40:15,1127,Medialuna
2016-11-12,10:40:15,1127,Muffin
2016-11-12,10:45:49,1128,Bread
2016-11-12,10:53:19,1129,Coffee
2016-11-12,10:57:06,1130,Alfajores
2016-11-12,10:57:06,1130,Bread
2016-11-12,10:57:06,1130,Scandinavian
2016-11-12,11:01:36,1131,Coffee
2016-11-12,11:03:41,1132,Bread
2016-11-12,11:05:30,1133,Medialuna
2016-11-12,11:12:40,1134,Coffee
2016-11-12,11:12:40,1134,Scandinavian
2016-11-12,11:15:30,1135,Coffee
2016-11-12,11:15:30,1135,Tea
2016-11-12,11:15:30,1135,Brownie
2016-11-12,11:15:30,1135,Truffles
2016-11-12,11:15:30,1135,Muffin
2016-11-12,11:17:06,1136,Tartine
2016-11-12,11:17:06,1136,Coffee
2016-11-12,11:17:06,1136,NONE
2016-11-12,11:18:45,1137,Coffee
2016-11-12,11:18:45,1137,Coffee
2016-11-12,11:21:17,1138,Alfajores
2016-11-12,11:21:17,1138,Scandinavian
2016-11-12,11:29:49,1139,NONE
2016-11-12,11:29:49,1139,Coffee
2016-11-12,11:29:49,1139,Medialuna
2016-11-12,11:29:49,1139,Hot chocolate
2016-11-12,11:31:17,1140,Coffee
2016-11-12,11:31:17,1140,Muffin
2016-11-12,11:31:17,1140,Alfajores
2016-11-12,11:38:14,1141,Farm House
2016-11-12,11:38:14,1141,Coffee
2016-11-12,11:38:14,1141,Coffee
2016-11-12,11:38:14,1141,Muffin
2016-11-12,11:38:14,1141,Brownie
2016-11-12,11:45:48,1142,Bread
2016-11-12,11:45:48,1142,Coffee
2016-11-12,11:45:48,1142,Medialuna
2016-11-12,11:45:48,1142,Farm House
2016-11-12,11:47:45,1143,Farm House
2016-11-12,11:47:45,1143,Scandinavian
2016-11-12,11:50:34,1144,Truffles
2016-11-12,11:50:34,1144,Bread
2016-11-12,11:50:34,1144,Coffee
2016-11-12,12:00:46,1145,Frittata
2016-11-12,12:00:46,1145,Soup
2016-11-12,12:00:46,1145,Coffee
2016-11-12,12:00:46,1145,Coffee
2016-11-12,12:01:37,1146,Scandinavian
2016-11-12,12:01:37,1146,Eggs
2016-11-12,12:03:08,1147,Brownie
2016-11-12,12:03:08,1147,Truffles
2016-11-12,12:03:08,1147,Coffee
2016-11-12,12:03:08,1147,Coffee
2016-11-12,12:09:35,1148,Scandinavian
2016-11-12,12:19:47,1149,Coke
2016-11-12,12:22:37,1150,Sandwich
2016-11-12,12:22:37,1150,Soup
2016-11-12,12:22:37,1150,Coffee
2016-11-12,12:22:37,1150,Alfajores
2016-11-12,12:38:17,1151,Tea
2016-11-12,12:38:17,1151,Juice
2016-11-12,12:38:17,1151,Hearty & Seasonal
2016-11-12,12:38:17,1151,Hearty & Seasonal
2016-11-12,12:40:44,1152,Truffles
2016-11-12,12:45:16,1153,NONE
2016-11-12,12:45:16,1153,Coffee
2016-11-12,12:45:16,1153,Coffee
2016-11-12,12:45:16,1153,Muffin
2016-11-12,12:45:16,1153,Brownie
2016-11-12,13:00:40,1154,Bread
2016-11-12,13:05:00,1155,Bowl Nic Pitt
2016-11-12,13:05:00,1155,Frittata
2016-11-12,13:05:00,1155,Muffin
2016-11-12,13:05:00,1155,Coffee
2016-11-12,13:10:34,1156,Soup
2016-11-12,13:10:34,1156,Frittata
2016-11-12,13:10:34,1156,Brownie
2016-11-12,13:10:34,1156,Coffee
2016-11-12,13:10:34,1156,Tea
2016-11-12,13:12:14,1157,Hot chocolate
2016-11-12,13:12:14,1157,Coffee
2016-11-12,13:12:14,1157,Muffin
2016-11-12,13:12:14,1157,Alfajores
2016-11-12,13:16:38,1158,Scandinavian
2016-11-12,13:16:38,1158,Keeping It Local
2016-11-12,13:16:38,1158,NONE
2016-11-12,13:16:38,1158,Tea
2016-11-12,13:16:38,1158,Coffee
2016-11-12,13:16:38,1158,Alfajores
2016-11-12,13:19:37,1159,Bread
2016-11-12,13:21:36,1160,Fudge
2016-11-12,13:23:34,1161,Farm House
2016-11-12,13:29:13,1162,Farm House
2016-11-12,13:43:19,1163,Coffee
2016-11-12,13:43:19,1163,Coffee
2016-11-12,13:43:19,1163,Brownie
2016-11-12,13:43:19,1163,Muffin
2016-11-12,13:55:38,1164,Soup
2016-11-12,13:55:38,1164,Coffee
2016-11-12,13:55:38,1164,Bread
2016-11-12,13:57:49,1165,Frittata
2016-11-12,13:57:49,1165,Bread
2016-11-12,13:57:49,1165,Muffin
2016-11-12,14:00:25,1166,Farm House
2016-11-12,14:00:25,1166,Bread
2016-11-12,14:00:25,1166,Muffin
2016-11-12,14:06:37,1167,Bread
2016-11-12,14:07:49,1168,Bread
2016-11-12,14:07:49,1168,Coffee
2016-11-12,14:07:49,1168,Bread
2016-11-12,14:08:25,1169,Farm House
2016-11-12,14:18:07,1170,Bread
2016-11-12,14:18:07,1170,Coffee
2016-11-12,14:18:07,1170,Muffin
2016-11-12,14:18:07,1170,Cookies
2016-11-12,14:19:22,1171,Hot chocolate
2016-11-12,14:19:22,1171,Coffee
2016-11-12,14:20:07,1172,Muffin
2016-11-12,14:20:07,1172,Jam
2016-11-12,14:22:20,1173,Coffee
2016-11-12,14:22:20,1173,Hot chocolate
2016-11-12,14:22:20,1173,Tea
2016-11-12,14:26:11,1174,Coffee
2016-11-12,14:26:11,1174,Coffee
2016-11-12,14:26:11,1174,Alfajores
2016-11-12,14:35:38,1175,Tea
2016-11-12,14:35:38,1175,Hearty & Seasonal
2016-11-12,14:35:38,1175,Farm House
2016-11-12,14:42:31,1176,Bread
2016-11-12,14:42:31,1176,Coffee
2016-11-12,14:42:31,1176,Alfajores
2016-11-12,14:42:31,1176,Cookies
2016-11-12,14:48:20,1177,Hearty & Seasonal
2016-11-12,14:48:20,1177,Sandwich
2016-11-12,14:48:20,1177,Bread
2016-11-12,14:48:20,1177,Muffin
2016-11-12,14:48:20,1177,Brownie
2016-11-12,15:00:37,1178,Coffee
2016-11-12,15:00:37,1178,Truffles
2016-11-12,15:00:37,1178,Brownie
2016-11-12,15:00:37,1178,Alfajores
2016-11-12,15:03:00,1179,Coffee
2016-11-12,15:03:00,1179,Tea
2016-11-12,15:03:00,1179,Bread
2016-11-12,15:06:05,1180,Tea
2016-11-12,15:06:05,1180,Coffee
2016-11-12,15:06:05,1180,Muffin
2016-11-12,15:06:05,1180,Keeping It Local
2016-11-12,15:09:52,1181,Coffee
2016-11-12,15:09:52,1181,Alfajores
2016-11-12,15:15:47,1182,Bread
2016-11-12,15:20:01,1183,Tea
2016-11-12,15:20:01,1183,Hot chocolate
2016-11-12,15:20:01,1183,Alfajores
2016-11-12,15:25:12,1184,Bread
2016-11-12,15:29:07,1185,Alfajores
2016-11-12,15:29:07,1185,Truffles
2016-11-12,15:31:17,1186,Bread
2016-11-12,15:32:29,1187,Bread
2016-11-12,15:32:29,1187,Brownie
2016-11-12,15:32:29,1187,Muffin
2016-11-12,15:35:24,1188,Coffee
2016-11-12,15:35:24,1188,Brownie
2016-11-12,15:35:24,1188,Coffee
2016-11-12,15:37:02,1189,Bread
2016-11-12,15:37:02,1189,Bread
2016-11-12,15:47:59,1190,Bread
2016-11-12,15:47:59,1190,Alfajores
2016-11-12,15:47:59,1190,Muffin
2016-11-12,15:53:47,1191,Truffles
2016-11-12,15:53:47,1191,Frittata
2016-11-12,15:54:58,1192,Coffee
2016-11-12,16:03:19,1193,Bread
2016-11-12,16:09:16,1194,Coffee
2016-11-12,16:09:16,1194,Muffin
2016-11-12,16:12:36,1195,Muffin
2016-11-12,16:13:45,1196,Juice
2016-11-12,16:14:10,1197,Coffee
2016-11-12,16:36:12,1198,Muffin
2016-11-12,16:46:30,1199,Bread
2016-11-12,16:59:00,1200,Coffee
2016-11-13,09:32:34,1201,Tartine
2016-11-13,09:32:34,1201,Coffee
2016-11-13,09:32:34,1201,Tea
2016-11-13,09:47:12,1202,Coffee
2016-11-13,09:48:58,1203,Coffee
2016-11-13,09:48:58,1203,Tea
2016-11-13,09:48:58,1203,NONE
2016-11-13,09:50:39,1204,Medialuna
2016-11-13,09:50:39,1204,Coffee
2016-11-13,09:55:59,1205,Medialuna
2016-11-13,09:55:59,1205,Bread
2016-11-13,09:55:59,1205,Coffee
2016-11-13,09:55:59,1205,Pastry
2016-11-13,09:55:59,1205,NONE
2016-11-13,09:55:59,1205,Farm House
2016-11-13,09:59:00,1206,Bread
2016-11-13,09:59:00,1206,Pastry
2016-11-13,09:59:00,1206,Bread
2016-11-13,10:03:42,1207,Medialuna
2016-11-13,10:03:42,1207,Coffee
2016-11-13,10:03:42,1207,Bread
2016-11-13,10:15:17,1208,Pastry
2016-11-13,10:19:25,1209,Bread
2016-11-13,10:21:02,1210,Medialuna
2016-11-13,10:21:02,1210,Pastry
2016-11-13,10:21:02,1210,Bread
2016-11-13,10:24:58,1211,Coffee
2016-11-13,10:24:58,1211,Keeping It Local
2016-11-13,10:30:44,1212,Bread
2016-11-13,10:30:44,1212,Farm House
2016-11-13,10:30:44,1212,Jam
2016-11-13,10:30:44,1212,Pastry
2016-11-13,10:35:55,1213,Bread
2016-11-13,10:45:21,1214,Coffee
2016-11-13,10:45:21,1214,Medialuna
2016-11-13,10:53:17,1215,Coffee
2016-11-13,11:07:58,1216,NONE
2016-11-13,11:07:58,1216,Tea
2016-11-13,11:07:58,1216,Bread
2016-11-13,11:12:10,1217,Bread
2016-11-13,11:12:10,1217,Pastry
2016-11-13,11:16:05,1218,Hearty & Seasonal
2016-11-13,11:16:39,1219,Scandinavian
2016-11-13,11:19:32,1220,Coffee
2016-11-13,11:19:32,1220,Hot chocolate
2016-11-13,11:19:32,1220,Pastry
2016-11-13,11:23:11,1221,Bread
2016-11-13,11:23:11,1221,Muffin
2016-11-13,11:25:10,1222,Coffee
2016-11-13,11:25:10,1222,Keeping It Local
2016-11-13,11:28:57,1223,Bread
2016-11-13,11:28:57,1223,Coffee
2016-11-13,11:28:57,1223,Medialuna
2016-11-13,11:31:06,1224,Coffee
2016-11-13,11:31:06,1224,Pastry
2016-11-13,11:31:06,1224,Bread
2016-11-13,11:33:56,1225,Medialuna
2016-11-13,11:34:54,1226,Brownie
2016-11-13,11:37:33,1227,Muffin
2016-11-13,11:41:45,1228,Hearty & Seasonal
2016-11-13,11:41:45,1228,NONE
2016-11-13,11:42:45,1229,Coffee
2016-11-13,11:42:45,1229,Bread
2016-11-13,11:42:45,1229,NONE
2016-11-13,11:44:44,1230,Coffee
2016-11-13,11:44:44,1230,Alfajores
2016-11-13,11:48:20,1231,Coffee
2016-11-13,11:48:20,1231,Coffee
2016-11-13,11:48:20,1231,Keeping It Local
2016-11-13,11:48:20,1231,Bread
2016-11-13,11:49:59,1232,Bread
2016-11-13,11:50:37,1233,Coffee
2016-11-13,11:53:14,1234,NONE
2016-11-13,11:53:14,1234,Coffee
2016-11-13,11:53:14,1234,Coffee
2016-11-13,11:53:14,1234,Hot chocolate
2016-11-13,11:53:14,1234,Medialuna
2016-11-13,11:54:03,1235,Brownie
2016-11-13,11:54:03,1235,Bread
2016-11-13,11:55:19,1236,Bread
2016-11-13,11:57:47,1237,Sandwich
2016-11-13,11:57:47,1237,NONE
2016-11-13,11:57:47,1237,Coffee
2016-11-13,11:57:47,1237,Coffee
2016-11-13,11:59:58,1238,Bread
2016-11-13,11:59:58,1238,Bread
2016-11-13,11:59:58,1238,Brownie
2016-11-13,12:02:45,1239,Brownie
2016-11-13,12:02:45,1239,Coffee
2016-11-13,12:02:45,1239,Bread
2016-11-13,12:07:00,1240,Sandwich
2016-11-13,12:07:00,1240,Brownie
2016-11-13,12:07:00,1240,Hot chocolate
2016-11-13,12:07:00,1240,Coffee
2016-11-13,12:07:59,1241,Coffee
2016-11-13,12:14:13,1242,Bread
2016-11-13,12:14:13,1242,NONE
2016-11-13,12:14:13,1242,Mineral water
2016-11-13,12:16:32,1243,Coffee
2016-11-13,12:16:32,1243,Coffee
2016-11-13,12:16:32,1243,NONE
2016-11-13,12:17:09,1244,Bread
2016-11-13,12:28:48,1245,Bread
2016-11-13,12:45:22,1246,Coffee
2016-11-13,12:53:08,1247,Bread
2016-11-13,13:01:23,1248,NONE
2016-11-13,13:01:23,1248,Bacon
2016-11-13,13:01:23,1248,Art Tray
2016-11-13,13:01:23,1248,Coffee
2016-11-13,13:01:23,1248,Coffee
2016-11-13,13:01:23,1248,Juice
2016-11-13,13:04:04,1249,Bread
2016-11-13,13:13:15,1250,Coffee
2016-11-13,13:17:17,1251,Hearty & Seasonal
2016-11-13,13:17:17,1251,Coffee
2016-11-13,13:17:17,1251,Tea
2016-11-13,13:19:35,1252,Brownie
2016-11-13,13:19:35,1252,Medialuna
2016-11-13,13:19:35,1252,Muffin
2016-11-13,13:29:47,1253,Bread
2016-11-13,13:37:07,1254,Bread
2016-11-13,13:37:07,1254,Brownie
2016-11-13,13:37:07,1254,Muffin
2016-11-13,13:37:07,1254,Bread
2016-11-13,13:37:07,1254,My-5 Fruit Shoot
2016-11-13,13:39:25,1255,Brownie
2016-11-13,13:39:25,1255,Alfajores
2016-11-13,13:39:25,1255,Coffee
2016-11-13,13:39:25,1255,Bread
2016-11-13,13:50:52,1256,Bread
2016-11-13,13:50:52,1256,Jam
2016-11-13,13:50:52,1256,Spread
2016-11-13,13:52:27,1257,Brownie
2016-11-13,13:59:28,1258,Coffee
2016-11-13,13:59:28,1258,Hearty & Seasonal
2016-11-13,14:14:28,1259,Bread
2016-11-13,14:14:28,1259,Bread
2016-11-13,14:14:28,1259,Keeping It Local
2016-11-13,14:14:28,1259,NONE
2016-11-13,14:14:28,1259,Hearty & Seasonal
2016-11-13,14:14:28,1259,Tea
2016-11-13,14:28:42,1260,Coffee
2016-11-13,14:28:42,1260,Coke
2016-11-13,14:28:42,1260,Mineral water
2016-11-13,14:28:42,1260,Bread
2016-11-13,14:28:42,1260,Brownie
2016-11-13,14:36:10,1261,Muffin
2016-11-13,14:36:10,1261,Coffee
2016-11-13,14:36:10,1261,Tea
2016-11-13,14:39:17,1262,Bread
2016-11-13,15:02:03,1263,Bread
2016-11-13,15:12:01,1264,Coffee
2016-11-13,15:12:01,1264,Coffee
2016-11-13,15:12:01,1264,Tea
2016-11-13,15:12:01,1264,Frittata
2016-11-13,15:12:01,1264,Keeping It Local
2016-11-13,15:12:01,1264,Bread
2016-11-13,15:23:40,1265,Cookies
2016-11-13,16:35:54,1266,Bread
2016-11-13,16:35:54,1266,Cake
2016-11-13,16:39:20,1267,Coffee
2016-11-13,16:39:20,1267,Coffee
2016-11-13,16:39:20,1267,Fudge
2016-11-13,16:39:20,1267,Bread
2016-11-13,16:41:30,1268,Muffin
2016-11-13,16:45:17,1269,Coffee
2016-11-13,16:45:17,1269,Kids biscuit
2016-11-13,16:47:09,1270,Juice
2016-11-13,16:47:09,1270,Muffin
2016-11-13,16:47:09,1270,Brownie
2016-11-13,16:47:49,1271,Kids biscuit
2016-11-13,16:59:24,1272,Kids biscuit
2016-11-13,17:42:47,1273,Art Tray
2016-11-13,17:42:47,1273,Tartine
2016-11-13,17:47:29,1274,Fudge
2016-11-13,17:47:29,1274,NONE
2016-11-13,17:47:29,1274,My-5 Fruit Shoot
2016-11-13,17:47:29,1274,Kids biscuit
2016-11-13,17:47:29,1274,Muffin
2016-11-14,07:39:27,1275,Coffee
2016-11-14,08:31:39,1276,Coffee
2016-11-14,08:57:31,1277,Tea
2016-11-14,08:57:31,1277,Medialuna
2016-11-14,08:58:51,1278,Medialuna
2016-11-14,08:58:51,1278,Coffee
2016-11-14,09:11:20,1279,Coffee
2016-11-14,09:17:55,1280,Coffee
2016-11-14,09:17:55,1280,Medialuna
2016-11-14,09:31:00,1281,Pastry
2016-11-14,09:31:00,1281,Coffee
2016-11-14,09:38:03,1282,Keeping It Local
2016-11-14,09:38:03,1282,NONE
2016-11-14,09:38:03,1282,Tea
2016-11-14,09:38:03,1282,Coffee
2016-11-14,09:38:03,1282,Coffee
2016-11-14,09:59:56,1283,Farm House
2016-11-14,10:01:15,1284,Tea
2016-11-14,10:01:15,1284,Truffles
2016-11-14,10:05:05,1285,Farm House
2016-11-14,10:06:17,1286,Coffee
2016-11-14,10:06:17,1286,Keeping It Local
2016-11-14,10:12:01,1287,Medialuna
2016-11-14,10:12:01,1287,Truffles
2016-11-14,10:12:01,1287,Tea
2016-11-14,10:13:05,1288,Tea
2016-11-14,10:13:05,1288,Keeping It Local
2016-11-14,10:14:51,1289,Medialuna
2016-11-14,10:14:51,1289,Pastry
2016-11-14,10:14:51,1289,Truffles
2016-11-14,10:18:40,1290,Pastry
2016-11-14,10:32:27,1291,Focaccia
2016-11-14,10:32:27,1291,Farm House
2016-11-14,10:44:13,1292,Coffee
2016-11-14,10:44:13,1292,Bread
2016-11-14,10:49:38,1293,Coffee
2016-11-14,10:49:38,1293,Truffles
2016-11-14,10:59:34,1294,Coffee
2016-11-14,10:59:34,1294,Coffee
2016-11-14,10:59:34,1294,Kids biscuit
2016-11-14,11:12:12,1295,NONE
2016-11-14,11:12:12,1295,Coffee
2016-11-14,11:12:12,1295,Tea
2016-11-14,11:17:05,1296,Coffee
2016-11-14,11:17:05,1296,Coffee
2016-11-14,11:18:59,1297,Bread
2016-11-14,11:18:59,1297,Bread
2016-11-14,11:24:21,1298,Bread
2016-11-14,11:35:44,1299,Medialuna
2016-11-14,11:36:49,1300,Bread
2016-11-14,11:40:40,1301,Tea
2016-11-14,11:40:40,1301,Bread
2016-11-14,12:00:22,1303,Mineral water
2016-11-14,12:00:22,1303,Coffee
2016-11-14,12:00:22,1303,Kids biscuit
2016-11-14,12:00:22,1303,Muffin
2016-11-14,12:05:23,1304,Pastry
2016-11-14,12:08:51,1305,Coffee
2016-11-14,12:08:51,1305,Keeping It Local
2016-11-14,12:20:23,1306,Bread
2016-11-14,12:20:23,1306,Sandwich
2016-11-14,12:20:23,1306,Tea
2016-11-14,12:22:39,1307,Fudge
2016-11-14,12:22:39,1307,Fudge
2016-11-14,12:22:39,1307,Bread
2016-11-14,12:22:39,1307,Truffles
2016-11-14,12:28:32,1308,Sandwich
2016-11-14,12:28:32,1308,Coffee
2016-11-14,12:29:09,1309,Coffee
2016-11-14,12:29:09,1309,Tea
2016-11-14,12:29:09,1309,Truffles
2016-11-14,12:39:12,1310,Bread
2016-11-14,12:41:02,1311,Sandwich
2016-11-14,12:41:02,1311,Coffee
2016-11-14,12:41:02,1311,Tea
2016-11-14,12:52:11,1313,Coffee
2016-11-14,13:03:24,1314,Sandwich
2016-11-14,13:03:24,1314,Bread
2016-11-14,13:09:13,1315,Hearty & Seasonal
2016-11-14,13:09:13,1315,Hearty & Seasonal
2016-11-14,13:09:13,1315,Alfajores
2016-11-14,13:09:13,1315,Truffles
2016-11-14,13:14:17,1316,Frittata
2016-11-14,13:14:17,1316,Muffin
2016-11-14,13:14:17,1316,Coffee
2016-11-14,13:14:17,1316,Coffee
2016-11-14,13:19:14,1317,Sandwich
2016-11-14,13:19:14,1317,Hot chocolate
2016-11-14,13:19:14,1317,Coffee
2016-11-14,13:19:14,1317,Hearty & Seasonal
2016-11-14,13:19:14,1317,Cookies
2016-11-14,13:20:35,1318,Bread
2016-11-14,13:20:35,1318,Bread
2016-11-14,13:20:35,1318,Sandwich
2016-11-14,13:35:47,1319,Farm House
2016-11-14,13:36:40,1320,Coffee
2016-11-14,13:36:40,1320,Muffin
2016-11-14,13:38:42,1321,Scandinavian
2016-11-14,13:38:42,1321,Bread
2016-11-14,13:41:26,1322,Sandwich
2016-11-14,13:41:26,1322,Soup
2016-11-14,13:41:26,1322,Coffee
2016-11-14,13:41:26,1322,Tea
2016-11-14,13:45:05,1323,Farm House
2016-11-14,13:49:16,1324,Coffee
2016-11-14,13:49:16,1324,Tea
2016-11-14,14:01:15,1325,Soup
2016-11-14,14:01:15,1325,Jam
2016-11-14,14:01:15,1325,Muffin
2016-11-14,14:01:15,1325,Coffee
2016-11-14,14:02:19,1326,Bread
2016-11-14,14:06:07,1327,Coffee
2016-11-14,14:06:07,1327,Soup
2016-11-14,14:41:15,1328,Coffee
2016-11-14,14:41:15,1328,Coffee
2016-11-14,14:41:15,1328,Muffin
2016-11-14,14:43:40,1329,Bread
2016-11-14,14:43:40,1329,Muffin
2016-11-14,14:43:40,1329,Kids biscuit
2016-11-14,15:02:36,1330,Coffee
2016-11-14,15:02:36,1330,Bread
2016-11-14,15:14:46,1331,Coffee
2016-11-14,15:29:08,1332,Muffin
2016-11-14,15:34:10,1333,Ella's Kitchen Pouches
2016-11-14,15:34:10,1333,Bread
2016-11-14,15:34:10,1333,Muffin
2016-11-14,15:40:05,1334,Soup
2016-11-14,15:40:05,1334,Sandwich
2016-11-14,15:40:05,1334,Frittata
2016-11-14,15:42:20,1335,Bread
2016-11-14,15:42:20,1335,Sandwich
2016-11-14,15:56:19,1336,Coffee
2016-11-14,15:56:19,1336,Bread
2016-11-14,15:56:19,1336,Coffee
2016-11-14,15:56:19,1336,Bread
2016-11-14,15:56:19,1336,Cookies
2016-11-14,16:08:48,1337,Bread
2016-11-14,16:08:48,1337,Art Tray
2016-11-14,16:08:48,1337,Tea
2016-11-14,16:08:48,1337,Hot chocolate
2016-11-14,16:11:32,1338,Art Tray
2016-11-14,16:11:32,1338,Coffee
2016-11-14,16:11:32,1338,Hot chocolate
2016-11-14,16:11:32,1338,Juice
2016-11-14,16:11:32,1338,Muffin
2016-11-14,16:26:53,1339,Hot chocolate
2016-11-14,16:26:53,1339,Coffee
2016-11-14,17:12:26,1340,Farm House
2016-11-14,18:17:07,1341,Farm House
2016-11-14,18:17:07,1341,Muffin
2016-11-15,07:42:27,1342,Coffee
2016-11-15,07:42:27,1342,Medialuna
2016-11-15,08:14:31,1343,Bread
2016-11-15,08:14:31,1343,Keeping It Local
2016-11-15,09:02:19,1344,Coffee
2016-11-15,09:07:38,1345,Bread
2016-11-15,09:13:22,1346,Medialuna
2016-11-15,09:13:22,1346,Tea
2016-11-15,09:13:22,1346,Coffee
2016-11-15,09:16:53,1347,Hot chocolate
2016-11-15,09:17:58,1348,Coffee
2016-11-15,09:19:02,1349,Coke
2016-11-15,09:23:39,1350,Coffee
2016-11-15,09:36:13,1351,Farm House
2016-11-15,10:01:55,1352,Coffee
2016-11-15,10:01:55,1352,Coffee
2016-11-15,10:01:55,1352,Keeping It Local
2016-11-15,10:01:55,1352,Bread
2016-11-15,10:07:20,1353,Coffee
2016-11-15,10:07:20,1353,Truffles
2016-11-15,10:09:45,1354,Coffee
2016-11-15,10:18:15,1355,Coffee
2016-11-15,10:18:15,1355,Tea
2016-11-15,10:18:15,1355,Keeping It Local
2016-11-15,10:46:13,1356,Coffee
2016-11-15,10:46:13,1356,Keeping It Local
